"Notes"	"Year"	"Year Code"	"Single-Year Ages"	"Single-Year Ages Code"	Deaths	Population	Crude Rate
	"2003"	"2003"	"23 years"	"23"	388	4147777	9.4
	"2003"	"2003"	"24 years"	"24"	426	3944186	10.8
	"2003"	"2003"	"25 years"	"25"	370	3842468	9.6
	"2003"	"2003"	"26 years"	"26"	364	3771710	9.7
	"2003"	"2003"	"27 years"	"27"	395	3688646	10.7
	"2003"	"2003"	"28 years"	"28"	385	3794838	10.1
	"2003"	"2003"	"29 years"	"29"	409	3673923	11.1
	"2003"	"2003"	"30 years"	"30"	425	3813536	11.1
	"2003"	"2003"	"31 years"	"31"	501	3973726	12.6
	"2003"	"2003"	"32 years"	"32"	534	4245067	12.6
	"2003"	"2003"	"33 years"	"33"	550	4337299	12.7
	"2003"	"2003"	"34 years"	"34"	555	4102582	13.5
	"2003"	"2003"	"35 years"	"35"	586	4042650	14.5
	"2003"	"2003"	"36 years"	"36"	652	4051962	16.1
	"2003"	"2003"	"37 years"	"37"	707	4165007	17.0
	"2003"	"2003"	"38 years"	"38"	773	4462051	17.3
	"2003"	"2003"	"39 years"	"39"	854	4542489	18.8
	"2003"	"2003"	"40 years"	"40"	874	4529389	19.3
	"2003"	"2003"	"41 years"	"41"	951	4556844	20.9
	"2003"	"2003"	"42 years"	"42"	928	4606465	20.1
	"2003"	"2003"	"43 years"	"43"	1012	4699388	21.5
	"2003"	"2003"	"44 years"	"44"	1021	4497961	22.7
	"2003"	"2003"	"45 years"	"45"	909	4499971	20.2
	"2003"	"2003"	"46 years"	"46"	964	4462427	21.6
	"2003"	"2003"	"47 years"	"47"	923	4300483	21.5
	"2003"	"2003"	"48 years"	"48"	860	4317939	19.9
	"2003"	"2003"	"49 years"	"49"	806	4141856	19.5
	"2003"	"2003"	"50 years"	"50"	708	3998812	17.7
	"2003"	"2003"	"51 years"	"51"	605	3886144	15.6
	"2003"	"2003"	"52 years"	"52"	563	3782009	14.9
	"2003"	"2003"	"53 years"	"53"	543	3783390	14.4
	"2003"	"2003"	"54 years"	"54"	444	3646923	12.2
	"2003"	"2003"	"55 years"	"55"	380	3601691	10.6
	"2003"	"2003"	"56 years"	"56"	355	3785668	9.4
	"2003"	"2003"	"57 years"	"57"	247	2831596	8.7
	"2003"	"2003"	"58 years"	"58"	223	2821608	7.9
	"2003"	"2003"	"59 years"	"59"	157	2773994	5.7
	"2003"	"2003"	"60 years"	"60"	155	2849408	5.4
	"2003"	"2003"	"61 years"	"61"	129	2534959	5.1
	"2003"	"2003"	"62 years"	"62"	106	2352131	4.5
	"2003"	"2003"	"63 years"	"63"	99	2289143	4.3
	"2003"	"2003"	"64 years"	"64"	92	2168747	4.2
	"2003"	"2003"	"65 years"	"65"	83	2125962	3.9
	"2003"	"2003"	"66 years"	"66"	60	1999916	3.0
	"2003"	"2003"	"67 years"	"67"	65	1961151	3.3
	"2003"	"2003"	"68 years"	"68"	62	1955990	3.2
	"2003"	"2003"	"69 years"	"69"	58	1787777	3.2
	"2003"	"2003"	"70 years"	"70"	37	1777336	2.1
	"2003"	"2003"	"71 years"	"71"	45	1760292	2.6
	"2003"	"2003"	"72 years"	"72"	42	1736351	2.4
	"2003"	"2003"	"73 years"	"73"	47	1751589	2.7
	"2003"	"2003"	"74 years"	"74"	35	1644551	2.1
	"2003"	"2003"	"75 years"	"75"	37	1617308	2.3
	"2003"	"2003"	"76 years"	"76"	42	1567629	2.7
	"2003"	"2003"	"77 years"	"77"	34	1489790	2.3
	"2003"	"2003"	"78 years"	"78"	34	1456995	2.3
	"2003"	"2003"	"79 years"	"79"	38	1366120	2.8
	"2003"	"2003"	"80 years"	"80"	32	1259724	2.5
	"2003"	"2003"	"81 years"	"81"	40	1196760	3.3
	"2003"	"2003"	"82 years"	"82"	29	1100969	2.6
	"2003"	"2003"	"83 years"	"83"	32	997727	3.2
	"2003"	"2003"	"84 years"	"84"	35	843416	4.1
	"2003"	"2003"	"85 years"	"85"	33	Not Applicable	Not Applicable
	"2003"	"2003"	"86 years"	"86"	25	Not Applicable	Not Applicable
	"2003"	"2003"	"87 years"	"87"	21	Not Applicable	Not Applicable
	"2003"	"2003"	"88 years"	"88"	29	Not Applicable	Not Applicable
	"2003"	"2003"	"89 years"	"89"	17	Not Applicable	Not Applicable
	"2003"	"2003"	"90 years"	"90"	15	Not Applicable	Not Applicable
	"2003"	"2003"	"91 years"	"91"	11	Not Applicable	Not Applicable
	"2003"	"2003"	"92 years"	"92"	7	Not Applicable	Not Applicable
	"2003"	"2003"	"93 years"	"93"	9	Not Applicable	Not Applicable
	"2003"	"2003"	"94 years"	"94"	6	Not Applicable	Not Applicable
	"2003"	"2003"	"95 years"	"95"	3	Not Applicable	Not Applicable
	"2003"	"2003"	"96 years"	"96"	2	Not Applicable	Not Applicable
	"2003"	"2003"	"97 years"	"97"	1	Not Applicable	Not Applicable
	"2003"	"2003"	"99 years"	"99"	1	Not Applicable	Not Applicable
	"2003"	"2003"	"100+ years"	"100"	3	Not Applicable	Not Applicable
	"2003"	"2003"	"Not Stated"	"NS"	10	Not Applicable	Not Applicable
"Total"	"2003"	"2003"			25785	290107933	8.9
	"2004"	"2004"	"< 1 year"	"0"	30	4014258	0.7
	"2004"	"2004"	"1 year"	"1"	13	3953063	Unreliable
	"2004"	"2004"	"2 years"	"2"	6	3933735	Unreliable
	"2004"	"2004"	"3 years"	"3"	2	4008220	Unreliable
	"2004"	"2004"	"4 years"	"4"	3	3876609	Unreliable
	"2004"	"2004"	"5 years"	"5"	4	3829607	Unreliable
	"2004"	"2004"	"6 years"	"6"	3	3822089	Unreliable
	"2004"	"2004"	"7 years"	"7"	1	3850646	Unreliable
	"2004"	"2004"	"8 years"	"8"	2	3933161	Unreliable
	"2004"	"2004"	"9 years"	"9"	2	4018734	Unreliable
	"2004"	"2004"	"10 years"	"10"	2	4151951	Unreliable
	"2004"	"2004"	"11 years"	"11"	5	4207721	Unreliable
	"2004"	"2004"	"12 years"	"12"	4	4293550	Unreliable
	"2004"	"2004"	"13 years"	"13"	9	4350199	Unreliable
	"2004"	"2004"	"14 years"	"14"	31	4408259	0.7
	"2004"	"2004"	"15 years"	"15"	54	4264863	1.3
	"2004"	"2004"	"16 years"	"16"	60	4213762	1.4
	"2004"	"2004"	"17 years"	"17"	129	4167308	3.1
	"2004"	"2004"	"18 years"	"18"	232	4214061	5.5
	"2004"	"2004"	"19 years"	"19"	297	4242558	7.0
	"2004"	"2004"	"20 years"	"20"	279	4131771	6.8
	"2004"	"2004"	"21 years"	"21"	396	4180191	9.5
	"2004"	"2004"	"22 years"	"22"	411	4173077	9.8
	"2004"	"2004"	"23 years"	"23"	442	4192674	10.5
	"2004"	"2004"	"24 years"	"24"	451	4167847	10.8
	"2004"	"2004"	"25 years"	"25"	447	3981519	11.2
	"2004"	"2004"	"26 years"	"26"	436	3838225	11.4
	"2004"	"2004"	"27 years"	"27"	445	3801676	11.7
	"2004"	"2004"	"28 years"	"28"	439	3697495	11.9
	"2004"	"2004"	"29 years"	"29"	434	3788140	11.5
	"2004"	"2004"	"30 years"	"30"	403	3737940	10.8
	"2004"	"2004"	"31 years"	"31"	429	3790984	11.3
	"2004"	"2004"	"32 years"	"32"	529	4023788	13.1
	"2004"	"2004"	"33 years"	"33"	517	4257394	12.1
	"2004"	"2004"	"34 years"	"34"	601	4349395	13.8
	"2004"	"2004"	"35 years"	"35"	638	4127056	15.5
	"2004"	"2004"	"36 years"	"36"	633	4048580	15.6
	"2004"	"2004"	"37 years"	"37"	701	4051890	17.3
	"2004"	"2004"	"38 years"	"38"	777	4174027	18.6
	"2004"	"2004"	"39 years"	"39"	798	4473096	17.8
	"2004"	"2004"	"40 years"	"40"	936	4540929	20.6
	"2004"	"2004"	"41 years"	"41"	948	4540376	20.9
	"2004"	"2004"	"42 years"	"42"	975	4555019	21.4
	"2004"	"2004"	"43 years"	"43"	1045	4610120	22.7
	"2004"	"2004"	"44 years"	"44"	988	4679182	21.1
	"2004"	"2004"	"45 years"	"45"	1018	4486566	22.7
	"2004"	"2004"	"46 years"	"46"	1002	4506067	22.2
	"2004"	"2004"	"47 years"	"47"	999	4465196	22.4
	"2004"	"2004"	"48 years"	"48"	939	4287486	21.9
	"2004"	"2004"	"49 years"	"49"	898	4319947	20.8
	"2004"	"2004"	"50 years"	"50"	779	4121104	18.9
	"2004"	"2004"	"51 years"	"51"	728	4010062	18.2
	"2004"	"2004"	"52 years"	"52"	631	3868188	16.3
	"2004"	"2004"	"53 years"	"53"	560	3782872	14.8
	"2004"	"2004"	"54 years"	"54"	486	3782442	12.8
	"2004"	"2004"	"55 years"	"55"	424	3618001	11.7
	"2004"	"2004"	"56 years"	"56"	375	3603856	10.4
	"2004"	"2004"	"57 years"	"57"	358	3763702	9.5
	"2004"	"2004"	"58 years"	"58"	235	2819754	8.3
	"2004"	"2004"	"59 years"	"59"	202	2801863	7.2
	"2004"	"2004"	"60 years"	"60"	197	2739059	7.2
	"2004"	"2004"	"61 years"	"61"	145	2848602	5.1
	"2004"	"2004"	"62 years"	"62"	136	2515357	5.4
	"2004"	"2004"	"63 years"	"63"	122	2335553	5.2
	"2004"	"2004"	"64 years"	"64"	89	2259557	3.9
	"2004"	"2004"	"65 years"	"65"	65	2148431	3.0
	"2004"	"2004"	"66 years"	"66"	73	2098650	3.5
	"2004"	"2004"	"67 years"	"67"	82	1975087	4.2
	"2004"	"2004"	"68 years"	"68"	54	1930847	2.8
	"2004"	"2004"	"69 years"	"69"	46	1920414	2.4
	"2004"	"2004"	"70 years"	"70"	40	1744903	2.3
	"2004"	"2004"	"71 years"	"71"	55	1747347	3.1
	"2004"	"2004"	"72 years"	"72"	51	1713793	3.0
	"2004"	"2004"	"73 years"	"73"	36	1691931	2.1
	"2004"	"2004"	"74 years"	"74"	47	1696130	2.8
	"2004"	"2004"	"75 years"	"75"	49	1581121	3.1
	"2004"	"2004"	"76 years"	"76"	39	1566753	2.5
	"2004"	"2004"	"77 years"	"77"	56	1501866	3.7
	"2004"	"2004"	"78 years"	"78"	37	1425682	2.6
	"2004"	"2004"	"79 years"	"79"	38	1385977	2.7
	"2004"	"2004"	"80 years"	"80"	33	1286733	2.6
	"2004"	"2004"	"81 years"	"81"	34	1189534	2.9
	"2004"	"2004"	"82 years"	"82"	34	1115106	3.0
	"2004"	"2004"	"83 years"	"83"	27	1023151	2.6
	"2004"	"2004"	"84 years"	"84"	25	913980	2.7
	"2004"	"2004"	"85 years"	"85"	29	Not Applicable	Not Applicable
	"2004"	"2004"	"86 years"	"86"	28	Not Applicable	Not Applicable
	"2004"	"2004"	"87 years"	"87"	17	Not Applicable	Not Applicable
	"2004"	"2004"	"88 years"	"88"	16	Not Applicable	Not Applicable
	"2004"	"2004"	"89 years"	"89"	21	Not Applicable	Not Applicable
	"2004"	"2004"	"90 years"	"90"	16	Not Applicable	Not Applicable
	"2004"	"2004"	"91 years"	"91"	19	Not Applicable	Not Applicable
	"2004"	"2004"	"92 years"	"92"	8	Not Applicable	Not Applicable
	"2004"	"2004"	"93 years"	"93"	14	Not Applicable	Not Applicable
	"2004"	"2004"	"94 years"	"94"	5	Not Applicable	Not Applicable
	"2004"	"2004"	"95 years"	"95"	4	Not Applicable	Not Applicable
	"2004"	"2004"	"97 years"	"97"	3	Not Applicable	Not Applicable
	"2004"	"2004"	"98 years"	"98"	1	Not Applicable	Not Applicable
	"2004"	"2004"	"99 years"	"99"	2	Not Applicable	Not Applicable
	"2004"	"2004"	"Not Stated"	"NS"	10	Not Applicable	Not Applicable
"Total"	"2004"	"2004"			27424	292805298	9.4
	"2005"	"2005"	"< 1 year"	"0"	35	4004393	0.9
	"2005"	"2005"	"1 year"	"1"	13	3987032	Unreliable
	"2005"	"2005"	"2 years"	"2"	10	3952632	Unreliable
	"2005"	"2005"	"3 years"	"3"	2	3943215	Unreliable
	"2005"	"2005"	"4 years"	"4"	5	4030128	Unreliable
	"2005"	"2005"	"5 years"	"5"	4	3893128	Unreliable
	"2005"	"2005"	"6 years"	"6"	7	3828153	Unreliable
	"2005"	"2005"	"7 years"	"7"	1	3838840	Unreliable
	"2005"	"2005"	"8 years"	"8"	1	3861877	Unreliable
	"2005"	"2005"	"10 years"	"10"	1	4150122	Unreliable
	"2005"	"2005"	"11 years"	"11"	2	4149228	Unreliable
	"2005"	"2005"	"12 years"	"12"	4	4251162	Unreliable
	"2005"	"2005"	"13 years"	"13"	6	4308851	Unreliable
	"2005"	"2005"	"14 years"	"14"	21	4353216	0.5
	"2005"	"2005"	"15 years"	"15"	45	4456969	1.0
	"2005"	"2005"	"16 years"	"16"	72	4308145	1.7
	"2005"	"2005"	"17 years"	"17"	123	4239509	2.9
	"2005"	"2005"	"18 years"	"18"	191	4225126	4.5
	"2005"	"2005"	"19 years"	"19"	317	4256465	7.4
	"2005"	"2005"	"20 years"	"20"	348	4241197	8.2
	"2005"	"2005"	"21 years"	"21"	406	4150658	9.8
	"2005"	"2005"	"22 years"	"22"	431	4176096	10.3
	"2005"	"2005"	"23 years"	"23"	450	4183656	10.8
	"2005"	"2005"	"24 years"	"24"	535	4208348	12.7
	"2005"	"2005"	"25 years"	"25"	487	4206096	11.6
	"2005"	"2005"	"26 years"	"26"	531	3966722	13.4
	"2005"	"2005"	"27 years"	"27"	490	3870040	12.7
	"2005"	"2005"	"28 years"	"28"	529	3805526	13.9
	"2005"	"2005"	"29 years"	"29"	478	3686326	13.0
	"2005"	"2005"	"30 years"	"30"	501	3866581	13.0
	"2005"	"2005"	"31 years"	"31"	491	3705594	13.3
	"2005"	"2005"	"32 years"	"32"	573	3848038	14.9
	"2005"	"2005"	"33 years"	"33"	582	4035045	14.4
	"2005"	"2005"	"34 years"	"34"	678	4268679	15.9
	"2005"	"2005"	"35 years"	"35"	645	4377057	14.7
	"2005"	"2005"	"36 years"	"36"	660	4130501	16.0
	"2005"	"2005"	"37 years"	"37"	716	4044933	17.7
	"2005"	"2005"	"38 years"	"38"	773	4060608	19.0
	"2005"	"2005"	"39 years"	"39"	744	4185554	17.8
	"2005"	"2005"	"40 years"	"40"	901	4470383	20.2
	"2005"	"2005"	"41 years"	"41"	968	4553968	21.3
	"2005"	"2005"	"42 years"	"42"	972	4537278	21.4
	"2005"	"2005"	"43 years"	"43"	1038	4559728	22.8
	"2005"	"2005"	"44 years"	"44"	1089	4585528	23.7
	"2005"	"2005"	"45 years"	"45"	1074	4666734	23.0
	"2005"	"2005"	"46 years"	"46"	1028	4496805	22.9
	"2005"	"2005"	"47 years"	"47"	1120	4511695	24.8
	"2005"	"2005"	"48 years"	"48"	1020	4449860	22.9
	"2005"	"2005"	"49 years"	"49"	975	4292077	22.7
	"2005"	"2005"	"50 years"	"50"	899	4295348	20.9
	"2005"	"2005"	"51 years"	"51"	819	4138594	19.8
	"2005"	"2005"	"52 years"	"52"	765	3989065	19.2
	"2005"	"2005"	"53 years"	"53"	704	3871906	18.2
	"2005"	"2005"	"54 years"	"54"	564	3783820	14.9
	"2005"	"2005"	"55 years"	"55"	520	3748247	13.9
	"2005"	"2005"	"56 years"	"56"	410	3625240	11.3
	"2005"	"2005"	"57 years"	"57"	404	3582008	11.3
	"2005"	"2005"	"58 years"	"58"	346	3748661	9.2
	"2005"	"2005"	"59 years"	"59"	251	2799064	9.0
	"2005"	"2005"	"60 years"	"60"	205	2763609	7.4
	"2005"	"2005"	"61 years"	"61"	203	2745139	7.4
	"2005"	"2005"	"62 years"	"62"	160	2827064	5.7
	"2005"	"2005"	"63 years"	"63"	147	2498812	5.9
	"2005"	"2005"	"64 years"	"64"	115	2303653	5.0
	"2005"	"2005"	"65 years"	"65"	96	2240858	4.3
	"2005"	"2005"	"66 years"	"66"	96	2121740	4.5
	"2005"	"2005"	"67 years"	"67"	70	2074635	3.4
	"2005"	"2005"	"68 years"	"68"	51	1945279	2.6
	"2005"	"2005"	"69 years"	"69"	59	1896115	3.1
	"2005"	"2005"	"70 years"	"70"	49	1873726	2.6
	"2005"	"2005"	"71 years"	"71"	55	1718367	3.2
	"2005"	"2005"	"72 years"	"72"	44	1700960	2.6
	"2005"	"2005"	"73 years"	"73"	43	1671512	2.6
	"2005"	"2005"	"74 years"	"74"	44	1638505	2.7
	"2005"	"2005"	"75 years"	"75"	45	1629763	2.8
	"2005"	"2005"	"76 years"	"76"	46	1535359	3.0
	"2005"	"2005"	"77 years"	"77"	37	1501643	2.5
	"2005"	"2005"	"78 years"	"78"	41	1439475	2.8
	"2005"	"2005"	"79 years"	"79"	42	1357369	3.1
	"2005"	"2005"	"80 years"	"80"	50	1305661	3.8
	"2005"	"2005"	"81 years"	"81"	37	1218283	3.0
	"2005"	"2005"	"82 years"	"82"	44	1109756	4.0
	"2005"	"2005"	"83 years"	"83"	31	1038431	3.0
	"2005"	"2005"	"84 years"	"84"	29	939062	3.1
	"2005"	"2005"	"85 years"	"85"	24	Not Applicable	Not Applicable
	"2005"	"2005"	"86 years"	"86"	27	Not Applicable	Not Applicable
	"2005"	"2005"	"87 years"	"87"	28	Not Applicable	Not Applicable
	"2005"	"2005"	"88 years"	"88"	22	Not Applicable	Not Applicable
	"2005"	"2005"	"89 years"	"89"	24	Not Applicable	Not Applicable
	"2005"	"2005"	"90 years"	"90"	13	Not Applicable	Not Applicable
	"2005"	"2005"	"91 years"	"91"	12	Not Applicable	Not Applicable
	"2005"	"2005"	"92 years"	"92"	8	Not Applicable	Not Applicable
	"2005"	"2005"	"93 years"	"93"	9	Not Applicable	Not Applicable
	"2005"	"2005"	"94 years"	"94"	8	Not Applicable	Not Applicable
	"2005"	"2005"	"95 years"	"95"	8	Not Applicable	Not Applicable
	"2005"	"2005"	"96 years"	"96"	6	Not Applicable	Not Applicable
	"2005"	"2005"	"97 years"	"97"	1	Not Applicable	Not Applicable
	"2005"	"2005"	"98 years"	"98"	1	Not Applicable	Not Applicable
	"2005"	"2005"	"99 years"	"99"	1	Not Applicable	Not Applicable
	"2005"	"2005"	"100+ years"	"100"	2	Not Applicable	Not Applicable
	"2005"	"2005"	"Not Stated"	"NS"	5	Not Applicable	Not Applicable
"Total"	"2005"	"2005"			29813	295516599	10.1
	"2006"	"2006"	"< 1 year"	"0"	44	4041738	1.1
	"2006"	"2006"	"1 year"	"1"	13	3972124	Unreliable
	"2006"	"2006"	"2 years"	"2"	12	3988119	Unreliable
	"2006"	"2006"	"3 years"	"3"	7	3966022	Unreliable
	"2006"	"2006"	"4 years"	"4"	4	3970880	Unreliable
	"2006"	"2006"	"5 years"	"5"	6	4050582	Unreliable
	"2006"	"2006"	"6 years"	"6"	4	3891329	Unreliable
	"2006"	"2006"	"7 years"	"7"	1	3848758	Unreliable
	"2006"	"2006"	"8 years"	"8"	2	3852265	Unreliable
	"2006"	"2006"	"9 years"	"9"	2	3901754	Unreliable
	"2006"	"2006"	"10 years"	"10"	1	4121105	Unreliable
	"2006"	"2006"	"11 years"	"11"	2	4141970	Unreliable
	"2006"	"2006"	"12 years"	"12"	5	4196880	Unreliable
	"2006"	"2006"	"13 years"	"13"	12	4264733	Unreliable
	"2006"	"2006"	"14 years"	"14"	22	4308450	0.5
	"2006"	"2006"	"15 years"	"15"	42	4406515	1.0
	"2006"	"2006"	"16 years"	"16"	101	4502997	2.2
	"2006"	"2006"	"17 years"	"17"	129	4331493	3.0
	"2006"	"2006"	"18 years"	"18"	247	4301050	5.7
	"2006"	"2006"	"19 years"	"19"	323	4265654	7.6
	"2006"	"2006"	"20 years"	"20"	455	4248095	10.7
	"2006"	"2006"	"21 years"	"21"	468	4258790	11.0
	"2006"	"2006"	"22 years"	"22"	511	4141532	12.3
	"2006"	"2006"	"23 years"	"23"	539	4186427	12.9
	"2006"	"2006"	"24 years"	"24"	645	4201291	15.4
	"2006"	"2006"	"25 years"	"25"	642	4254643	15.1
	"2006"	"2006"	"26 years"	"26"	681	4186325	16.3
	"2006"	"2006"	"27 years"	"27"	682	4004498	17.0
	"2006"	"2006"	"28 years"	"28"	590	3874154	15.2
	"2006"	"2006"	"29 years"	"29"	608	3790391	16.0
	"2006"	"2006"	"30 years"	"30"	599	3779051	15.9
	"2006"	"2006"	"31 years"	"31"	633	3824265	16.6
	"2006"	"2006"	"32 years"	"32"	607	3772538	16.1
	"2006"	"2006"	"33 years"	"33"	601	3860165	15.6
	"2006"	"2006"	"34 years"	"34"	703	4049149	17.4
	"2006"	"2006"	"35 years"	"35"	735	4302604	17.1
	"2006"	"2006"	"36 years"	"36"	728	4380502	16.6
	"2006"	"2006"	"37 years"	"37"	816	4126573	19.8
	"2006"	"2006"	"38 years"	"38"	827	4056686	20.4
	"2006"	"2006"	"39 years"	"39"	878	4074868	21.5
	"2006"	"2006"	"40 years"	"40"	882	4184594	21.1
	"2006"	"2006"	"41 years"	"41"	957	4488189	21.3
	"2006"	"2006"	"42 years"	"42"	1160	4552280	25.5
	"2006"	"2006"	"43 years"	"43"	1175	4544742	25.9
	"2006"	"2006"	"44 years"	"44"	1215	4532763	26.8
	"2006"	"2006"	"45 years"	"45"	1153	4573546	25.2
	"2006"	"2006"	"46 years"	"46"	1272	4682144	27.2
	"2006"	"2006"	"47 years"	"47"	1168	4506142	25.9
	"2006"	"2006"	"48 years"	"48"	1177	4495342	26.2
	"2006"	"2006"	"49 years"	"49"	1125	4458112	25.2
	"2006"	"2006"	"50 years"	"50"	1080	4264904	25.3
	"2006"	"2006"	"51 years"	"51"	1017	4320192	23.5
	"2006"	"2006"	"52 years"	"52"	944	4114856	22.9
	"2006"	"2006"	"53 years"	"53"	797	3996095	19.9
	"2006"	"2006"	"54 years"	"54"	688	3874826	17.8
	"2006"	"2006"	"55 years"	"55"	620	3745012	16.6
	"2006"	"2006"	"56 years"	"56"	576	3760899	15.3
	"2006"	"2006"	"57 years"	"57"	468	3601973	13.0
	"2006"	"2006"	"58 years"	"58"	422	3568659	11.8
	"2006"	"2006"	"59 years"	"59"	371	3720317	10.0
	"2006"	"2006"	"60 years"	"60"	268	2757092	9.7
	"2006"	"2006"	"61 years"	"61"	200	2776869	7.2
	"2006"	"2006"	"62 years"	"62"	155	2725651	5.7
	"2006"	"2006"	"63 years"	"63"	158	2810202	5.6
	"2006"	"2006"	"64 years"	"64"	117	2463439	4.7
	"2006"	"2006"	"65 years"	"65"	99	2286008	4.3
	"2006"	"2006"	"66 years"	"66"	101	2213751	4.6
	"2006"	"2006"	"67 years"	"67"	87	2098690	4.1
	"2006"	"2006"	"68 years"	"68"	86	2044245	4.2
	"2006"	"2006"	"69 years"	"69"	55	1910507	2.9
	"2006"	"2006"	"70 years"	"70"	57	1848556	3.1
	"2006"	"2006"	"71 years"	"71"	57	1848947	3.1
	"2006"	"2006"	"72 years"	"72"	48	1672443	2.9
	"2006"	"2006"	"73 years"	"73"	39	1660842	2.3
	"2006"	"2006"	"74 years"	"74"	48	1619038	3.0
	"2006"	"2006"	"75 years"	"75"	52	1573506	3.3
	"2006"	"2006"	"76 years"	"76"	37	1587027	2.3
	"2006"	"2006"	"77 years"	"77"	44	1472328	3.0
	"2006"	"2006"	"78 years"	"78"	44	1441641	3.1
	"2006"	"2006"	"79 years"	"79"	45	1372532	3.3
	"2006"	"2006"	"80 years"	"80"	45	1278890	3.5
	"2006"	"2006"	"81 years"	"81"	44	1239927	3.5
	"2006"	"2006"	"82 years"	"82"	38	1138135	3.3
	"2006"	"2006"	"83 years"	"83"	52	1036784	5.0
	"2006"	"2006"	"84 years"	"84"	30	954381	3.1
	"2006"	"2006"	"85 years"	"85"	34	Not Applicable	Not Applicable
	"2006"	"2006"	"86 years"	"86"	20	Not Applicable	Not Applicable
	"2006"	"2006"	"87 years"	"87"	22	Not Applicable	Not Applicable
	"2006"	"2006"	"88 years"	"88"	23	Not Applicable	Not Applicable
	"2006"	"2006"	"89 years"	"89"	29	Not Applicable	Not Applicable
	"2006"	"2006"	"90 years"	"90"	23	Not Applicable	Not Applicable
	"2006"	"2006"	"91 years"	"91"	13	Not Applicable	Not Applicable
	"2006"	"2006"	"92 years"	"92"	12	Not Applicable	Not Applicable
	"2006"	"2006"	"93 years"	"93"	10	Not Applicable	Not Applicable
	"2006"	"2006"	"94 years"	"94"	8	Not Applicable	Not Applicable
	"2006"	"2006"	"95 years"	"95"	4	Not Applicable	Not Applicable
	"2006"	"2006"	"96 years"	"96"	6	Not Applicable	Not Applicable
	"2006"	"2006"	"97 years"	"97"	4	Not Applicable	Not Applicable
	"2006"	"2006"	"98 years"	"98"	4	Not Applicable	Not Applicable
	"2006"	"2006"	"100+ years"	"100"	1	Not Applicable	Not Applicable
	"2006"	"2006"	"Not Stated"	"NS"	12	Not Applicable	Not Applicable
"Total"	"2006"	"2006"			34425	298379912	11.5
	"2007"	"2007"	"< 1 year"	"0"	33	4147997	0.8
	"2007"	"2007"	"1 year"	"1"	24	4002215	0.6
	"2007"	"2007"	"2 years"	"2"	11	3973479	Unreliable
	"2007"	"2007"	"3 years"	"3"	5	4004011	Unreliable
	"2007"	"2007"	"4 years"	"4"	4	3998260	Unreliable
	"2007"	"2007"	"5 years"	"5"	4	3993489	Unreliable
	"2007"	"2007"	"6 years"	"6"	5	4046402	Unreliable
	"2007"	"2007"	"7 years"	"7"	2	3914743	Unreliable
	"2007"	"2007"	"8 years"	"8"	4	3863089	Unreliable
	"2007"	"2007"	"9 years"	"9"	1	3896888	Unreliable
	"2007"	"2007"	"10 years"	"10"	3	4075718	Unreliable
	"2007"	"2007"	"11 years"	"11"	3	4106492	Unreliable
	"2007"	"2007"	"12 years"	"12"	11	4192002	Unreliable
	"2007"	"2007"	"13 years"	"13"	12	4207326	Unreliable
	"2007"	"2007"	"14 years"	"14"	29	4259504	0.7
	"2007"	"2007"	"15 years"	"15"	53	4364495	1.2
	"2007"	"2007"	"16 years"	"16"	98	4452250	2.2
	"2007"	"2007"	"17 years"	"17"	136	4521045	3.0
	"2007"	"2007"	"18 years"	"18"	297	4394638	6.8
	"2007"	"2007"	"19 years"	"19"	345	4335388	8.0
	"2007"	"2007"	"20 years"	"20"	445	4242404	10.5
	"2007"	"2007"	"21 years"	"21"	476	4257371	11.2
	"2007"	"2007"	"22 years"	"22"	530	4236043	12.5
	"2007"	"2007"	"23 years"	"23"	583	4143940	14.1
	"2007"	"2007"	"24 years"	"24"	587	4198241	14.0
	"2007"	"2007"	"25 years"	"25"	657	4245572	15.5
	"2007"	"2007"	"26 years"	"26"	649	4222850	15.4
	"2007"	"2007"	"27 years"	"27"	716	4224395	16.9
	"2007"	"2007"	"28 years"	"28"	711	3999799	17.8
	"2007"	"2007"	"29 years"	"29"	662	3850082	17.2
	"2007"	"2007"	"30 years"	"30"	649	3894527	16.7
	"2007"	"2007"	"31 years"	"31"	639	3724612	17.2
	"2007"	"2007"	"32 years"	"32"	658	3899463	16.9
	"2007"	"2007"	"33 years"	"33"	636	3780927	16.8
	"2007"	"2007"	"34 years"	"34"	686	3871236	17.7
	"2007"	"2007"	"35 years"	"35"	749	4083733	18.3
	"2007"	"2007"	"36 years"	"36"	769	4302578	17.9
	"2007"	"2007"	"37 years"	"37"	850	4370533	19.4
	"2007"	"2007"	"38 years"	"38"	826	4136991	20.0
	"2007"	"2007"	"39 years"	"39"	812	4070056	20.0
	"2007"	"2007"	"40 years"	"40"	895	4071341	22.0
	"2007"	"2007"	"41 years"	"41"	966	4202260	23.0
	"2007"	"2007"	"42 years"	"42"	1035	4485432	23.1
	"2007"	"2007"	"43 years"	"43"	1169	4560505	25.6
	"2007"	"2007"	"44 years"	"44"	1081	4512801	24.0
	"2007"	"2007"	"45 years"	"45"	1160	4519792	25.7
	"2007"	"2007"	"46 years"	"46"	1185	4591932	25.8
	"2007"	"2007"	"47 years"	"47"	1267	4694196	27.0
	"2007"	"2007"	"48 years"	"48"	1192	4487653	26.6
